流水号,流程类型,工作名称/文号,发起部门,发起人,开始时间,结束时间,公共附件,状态,操作
345,实业立项新表,实业立项新表（2025年07月15日20:06:05）李四,财务部,,2025-07-15 20:06:05,,,执行中,流程图 点评 更多 催办 关注 结束 删除
344,集团立项,集团立项（2025年07月15日20:05:57）系统管理员,综合办,系统管理员,2025-07-15 20:05:57,,,执行中,流程图 点评 更多 催办 关注 结束 删除
343,实业立项新表,实业立项新表（2025年07月15日20:02:18）李四,财务部,,2025-07-15 20:02:18,,,执行中,流程图 点评 更多 催办 关注 结束 删除
342,集团立项,集团立项（2025年07月15日20:02:08）系统管理员,综合办,系统管理员,2025-07-15 20:02:08,,,执行中,流程图 点评 更多 催办 关注 结束 删除
341,实业立项新表,实业立项新表（2025年07月15日20:01:25）李四,财务部,,2025-07-15 20:01:25,,,执行中,流程图 点评 更多 催办 关注 结束 删除
340,集团立项,集团立项（2025年07月15日20:01:14）系统管理员,综合办,系统管理员,2025-07-15 20:01:14,,,执行中,流程图 点评 更多 催办 关注 结束 删除
339,实业立项新表,实业立项新表（2025年07月15日19:58:21）李四,财务部,,2025-07-15 19:58:21,,,执行中,流程图 点评 更多 催办 关注 结束 删除
338,集团立项,集团立项（2025年07月15日19:58:12）系统管理员,综合办,系统管理员,2025-07-15 19:58:12,,,执行中,流程图 点评 更多 催办 关注 结束 删除
337,实业立项新表,实业立项新表（2025年07月15日19:57:48）李四,财务部,,2025-07-15 19:57:48,,,执行中,流程图 点评 更多 催办 关注 结束 删除
336,集团立项,集团立项（2025年07月15日19:57:39）系统管理员,综合办,系统管理员,2025-07-15 19:57:39,,,执行中,流程图 点评 更多 催办 关注 结束 删除
335,实业立项新表,实业立项新表（2025年07月15日19:57:12）李四,财务部,,2025-07-15 19:57:12,,,执行中,流程图 点评 更多 催办 关注 结束 删除
334,集团立项,集团立项（2025年07月15日19:57:02）系统管理员,综合办,系统管理员,2025-07-15 19:57:02,,,执行中,流程图 点评 更多 催办 关注 结束 删除
333,实业立项新表,实业立项新表（2025年07月15日19:54:26）李四,财务部,,2025-07-15 19:54:26,,,执行中,流程图 点评 更多 催办 关注 结束 删除
332,集团立项,集团立项（2025年07月15日19:54:12）系统管理员,综合办,系统管理员,2025-07-15 19:54:12,,,执行中,流程图 点评 更多 催办 关注 结束 删除
331,实业立项新表,实业立项新表（2025年07月15日19:53:18）李四,财务部,,2025-07-15 19:53:18,,,执行中,流程图 点评 更多 催办 关注 结束 删除
330,集团立项,集团立项（2025年07月15日19:53:07）系统管理员,综合办,系统管理员,2025-07-15 19:53:07,,,执行中,流程图 点评 更多 催办 关注 结束 删除
329,实业立项新表,实业立项新表（2025年07月15日19:51:09）李四,财务部,,2025-07-15 19:51:09,,,执行中,流程图 点评 更多 催办 关注 结束 删除
328,集团立项,集团立项（2025年07月15日19:50:56）系统管理员,综合办,系统管理员,2025-07-15 19:50:56,,,执行中,流程图 点评 更多 催办 关注 结束 删除
327,实业立项新表,实业立项新表（2025年07月15日19:50:26）李四,财务部,,2025-07-15 19:50:26,,,执行中,流程图 点评 更多 催办 关注 结束 删除
326,集团立项,集团立项（2025年07月15日19:50:13）系统管理员,综合办,系统管理员,2025-07-15 19:50:13,,,执行中,流程图 点评 更多 催办 关注 结束 删除
325,实业立项新表,实业立项新表（2025年07月15日19:47:31）李四,财务部,,2025-07-15 19:47:31,,,执行中,流程图 点评 更多 催办 关注 结束 删除
324,集团立项,集团立项（2025年07月15日19:47:01）系统管理员,综合办,系统管理员,2025-07-15 19:47:01,,,执行中,流程图 点评 更多 催办 关注 结束 删除
323,实业立项新表,实业立项新表（2025年07月15日19:45:26）李四,财务部,,2025-07-15 19:45:26,,,执行中,流程图 点评 更多 催办 关注 结束 删除
322,集团立项,集团立项（2025年07月15日19:44:37）系统管理员,综合办,系统管理员,2025-07-15 19:44:37,,,执行中,流程图 点评 更多 催办 关注 结束 删除
321,实业立项新表,实业立项新表（2025年07月15日14:32:55）李四,财务部,,2025-07-15 14:32:55,,,执行中,流程图 点评 更多 催办 关注 结束 删除
320,集团立项,集团立项（2025年07月15日14:32:38）系统管理员,综合办,系统管理员,2025-07-15 14:32:38,,,执行中,流程图 点评 更多 催办 关注 结束 删除
319,实业立项新表,实业立项新表（2025年07月15日14:31:55）李四,财务部,,2025-07-15 14:31:55,,,执行中,流程图 点评 更多 催办 关注 结束 删除
318,集团立项,集团立项（2025年07月15日14:31:29）系统管理员,综合办,系统管理员,2025-07-15 14:31:29,,,执行中,流程图 点评 更多 催办 关注 结束 删除
317,实业立项新表,实业立项新表（2025年07月15日14:29:24）李四,财务部,,2025-07-15 14:29:24,,,执行中,流程图 点评 更多 催办 关注 结束 删除
316,集团立项,集团立项（2025年07月15日14:28:55）系统管理员,综合办,系统管理员,2025-07-15 14:28:55,,,执行中,流程图 点评 更多 催办 关注 结束 删除
315,实业立项新表,实业立项新表（2025年07月15日14:28:12）李四,财务部,,2025-07-15 14:28:12,,,执行中,流程图 点评 更多 催办 关注 结束 删除
314,集团立项,集团立项（2025年07月15日14:27:42）系统管理员,综合办,系统管理员,2025-07-15 14:27:42,,,执行中,流程图 点评 更多 催办 关注 结束 删除
313,实业立项新表,实业立项新表（2025年07月15日14:25:02）李四,财务部,,2025-07-15 14:25:02,,,执行中,流程图 点评 更多 催办 关注 结束 删除
312,集团立项,集团立项（2025年07月15日14:22:56）系统管理员,综合办,系统管理员,2025-07-15 14:22:56,,,执行中,流程图 点评 更多 催办 关注 结束 删除
311,付款审批,付款审批(2025-07-15 14:22:50),综合办,系统管理员,2025-07-15 14:22:50,,,执行中,流程图 点评 更多 催办 关注 结束 删除
310,实业立项新表,实业立项新表（2025年07月15日14:18:03）李四,财务部,,2025-07-15 14:18:03,,,执行中,流程图 点评 更多 催办 关注 结束 删除
309,集团立项,集团立项（2025年07月15日14:17:41）系统管理员,综合办,系统管理员,2025-07-15 14:17:41,,,执行中,流程图 点评 更多 催办 关注 结束 删除
308,实业立项新表,实业立项新表（2025年07月15日14:15:09）李四,财务部,,2025-07-15 14:15:09,,,执行中,流程图 点评 更多 催办 关注 结束 删除
307,集团立项,集团立项（2025年07月15日14:14:46）系统管理员,综合办,系统管理员,2025-07-15 14:14:46,,,执行中,流程图 点评 更多 催办 关注 结束 删除
306,实业立项新表,实业立项新表（2025年07月15日14:03:35）李四,财务部,,2025-07-15 14:03:35,,,执行中,流程图 点评 更多 催办 关注 结束 删除
305,集团立项,集团立项（2025年07月15日14:00:08）系统管理员,综合办,系统管理员,2025-07-15 14:00:08,,,执行中,流程图 点评 更多 催办 关注 结束 删除
304,实业立项新表,实业立项新表（2025年07月15日13:59:56）李四,财务部,,2025-07-15 13:59:56,,,执行中,流程图 点评 更多 催办 关注 结束 删除
303,集团立项,集团立项（2025年07月15日13:52:02）系统管理员,综合办,系统管理员,2025-07-15 13:52:02,,,执行中,流程图 点评 更多 催办 关注 结束 删除
302,测试,测试(2025-07-15 13:51:52),综合办,系统管理员,2025-07-15 13:51:53,,,执行中,流程图 点评 更多 催办 关注 结束 删除
300,实业立项新表,实业立项新表（2025年07月14日22:28:01）李四,财务部,,2025-07-14 22:28:01,,,执行中,流程图 点评 更多 催办 关注 结束 删除
299,集团立项,集团立项（2025年07月14日22:26:03）张三,综合办,,2025-07-14 22:26:03,,,执行中,流程图 点评 更多 催办 关注 结束 删除
298,实业立项新表,实业立项新表（2025年07月14日22:13:22）李四,财务部,,2025-07-14 22:13:22,,,执行中,流程图 点评 更多 催办 关注 结束 删除
297,集团立项,集团立项（2025年07月14日22:13:01）系统管理员,综合办,系统管理员,2025-07-14 22:13:01,,,执行中,流程图 点评 更多 催办 关注 结束 删除
296,出差申请,出差申请(2025-07-14 22:03:56),综合办,系统管理员,2025-07-14 22:03:56,,,执行中,流程图 点评 更多 催办 关注 结束 删除
295,出差申请,出差申请(2025-07-14 22:03:27),综合办,系统管理员,2025-07-14 22:03:27,,,执行中,流程图 点评 更多 催办 关注 结束 删除
294,付款审批,付款审批(2025-07-14 16:51:50),综合办,系统管理员,2025-07-14 16:51:50,,晚上 星空 海边 海岸4k风景壁纸_彼岸图网.jpg 下载 播放 转存 转发 晚上 星空 海边 海岸4k风景壁纸_彼岸图网.jpg 下载 播放 转存 转发,执行中,流程图 点评 更多 催办 关注 结束 删除
291,请假申请,请假申请(2025-07-12 11:16:03),综合办,,2025-07-12 11:16:03,,,执行中,流程图 更多 催办 关注 结束 删除
290,请假申请,请假申请(2025-07-12 10:24:45),综合办,,2025-07-12 10:24:45,,,执行中,流程图 更多 催办 关注 结束 删除
289,请假申请,请假申请(2025-07-12 10:22:21),综合办,,2025-07-12 10:22:21,,,执行中,流程图 更多 催办 关注 结束 删除
283,客户信息,客户信息(2025071101),综合办,,2025-07-11 10:32:40,,,执行中,流程图 点评 更多 催办 关注 结束 删除
280,调班,调班(2025-07-09 15:13:39),综合办,系统管理员,2025-07-09 15:13:41,,,执行中,流程图 点评 更多 催办 关注 结束 删除
265,商机信息,商机信息(2025070701),综合办,,2025-07-07 14:17:09,,,执行中,流程图 更多 催办 关注
264,客户信息,客户信息(2025070701),综合办,,2025-07-07 14:12:58,,员工行为规范.docx 阅读,执行中,流程图 点评 更多 催办 关注 结束 删除
263,出差申请,出差申请(2025-07-03 23:47:39),综合办,系统管理员,2025-07-03 23:47:39,,,执行中,流程图 点评 更多 催办 关注 结束 删除
258,合同审批单,合同审批单(2025070301/综合办/张三),综合办,,2025-07-03 14:13:02,,,执行中,流程图 更多 催办 关注
257,付款审批,付款审批(2025-07-03 13:52:14),综合办,系统管理员,2025-07-03 13:52:14,,,执行中,流程图 点评 更多 催办 关注 结束 删除
255,智能报销流程,智能报销流程(2025-07-02 11:40:43),综合办,,2025-07-02 11:40:43,,,执行中,流程图 点评 更多 催办 关注 结束 删除
254,智能报销流程,智能报销流程(2025-07-02 09:31:33),综合办,,2025-07-02 09:31:33,,,执行中,流程图 点评 更多 催办 关注 结束 删除
253,智能报销流程,智能报销流程(2025-07-02 09:26:58),综合办,,2025-07-02 09:26:58,,,执行中,流程图 点评 更多 催办 关注 结束 删除
252,费用报销申请,费用报销申请(2025-07-02 09:26:53),综合办,,2025-07-02 09:26:53,,,执行中,流程图 点评 更多 催办 关注 结束 删除
251,智能报销流程,智能报销流程(2025-07-02 09:22:20),综合办,,2025-07-02 09:22:20,,,执行中,流程图 点评 更多 催办 关注 结束 删除
250,费用报销申请,费用报销申请(2025-07-02 04:50:30),综合办,,2025-07-02 04:50:30,,,执行中,流程图 点评 更多 催办 关注 结束 删除
249,采购立项申请,采购立项申请(2025-07-02 00:39:28),综合办,,2025-07-02 00:39:30,,,执行中,流程图 点评 更多 催办 关注 结束 删除
248,智能报销流程,智能报销流程(2025-06-30 23:19:35),综合办,,2025-06-30 23:19:35,,,执行中,流程图 点评 更多 催办 关注 结束 删除
245,智能报销流程,智能报销流程(2025-06-28 20:33:50),综合办,,2025-06-28 20:33:52,,,执行中,流程图 点评 更多 催办 关注 结束 删除
244,费用报销申请,费用报销申请(2025-06-28 20:32:56),综合办,,2025-06-28 20:33:00,,,执行中,流程图 点评 更多 催办 关注 结束 删除
243,费用报销申请,费用报销申请(2025-06-28 20:18:40),综合办,,2025-06-28 20:18:42,,,执行中,流程图 点评 更多 催办 关注 结束 删除
242,采购报价审批,采购报价审批(2025-06-27 13:43:29),综合办,,2025-06-27 13:43:29,,,执行中,流程图 更多 催办 关注 结束 删除
241,费用报销申请,费用报销申请(2025-06-27 13:42:20),综合办,,2025-06-27 13:42:20,,,执行中,流程图 点评 更多 催办 关注 结束 删除
240,付款审批,付款审批(2025-06-27 13:39:16),综合办,,2025-06-27 13:39:16,,,执行中,流程图 点评 更多 催办 关注 结束 删除
239,付款审批,付款审批(2025-06-27 10:08:05),综合办,系统管理员,2025-06-27 10:08:15,,,执行中,流程图 点评 更多 催办 关注 结束 删除
238,付款审批,付款审批(2025-06-27 10:06:52),综合办,系统管理员,2025-06-27 10:06:54,,,执行中,流程图 点评 更多 催办 关注 结束 删除
237,付款审批,付款审批(2025-06-27 10:06:20),综合办,系统管理员,2025-06-27 10:06:24,,,执行中,流程图 点评 更多 催办 关注 结束 删除
236,付款审批,付款审批(2025-06-27 09:51:59),综合办,系统管理员,2025-06-27 09:51:59,,,执行中,流程图 点评 更多 催办 关注 结束 删除
235,付款审批,付款审批(2025-06-26 21:28:56),综合办,系统管理员,2025-06-26 21:28:56,,,执行中,流程图 点评 更多 催办 关注 结束 删除
234,出库单,出库单(综合办/张三/2025062601),综合办,,2025-06-26 21:28:02,,,执行中,流程图 更多 催办 关注
233,付款审批,付款审批(2025-06-26 21:16:44),综合办,系统管理员,2025-06-26 21:16:46,,,执行中,流程图 点评 更多 催办 关注 结束 删除
232,付款审批,付款审批(2025-06-26 20:51:45),综合办,系统管理员,2025-06-26 20:51:47,,,执行中,流程图 点评 更多 催办 关注 结束 删除
231,付款审批,付款审批(2025-06-26 20:51:30),综合办,系统管理员,2025-06-26 20:51:32,,,执行中,流程图 点评 更多 催办 关注 结束 删除
230,付款审批,付款审批(2025-06-26 20:49:35),综合办,系统管理员,2025-06-26 20:49:35,,,执行中,流程图 点评 更多 催办 关注 结束 删除
226,研发项目立项,研发项目立项(2025062501/张三/2025-06-25),综合办,,2025-06-25 10:36:25,,,执行中,流程图 更多 催办 关注
225,客户信息,客户信息(2025-06-25 10:35:10),综合办,,2025-06-25 10:35:12,,,执行中,流程图 点评 更多 催办 关注 结束 删除
224,招投标管理,招投标管理(2025-06-24 10:09:20 (224)),综合办,,2025-06-24 10:09:20,,,执行中,流程图 更多 催办 关注
223,月计划,月计划(张三/综合办/2025-06-24),综合办,,2025-06-24 10:03:57,,,执行中,流程图 更多 催办 关注
222,项目任务周汇报,项目任务周汇报(张三/2025-06-24/2025-06-24 10:03:11),综合办,,2025-06-24 10:03:11,,,执行中,流程图 点评 更多 催办 关注 结束 删除
221,研发项目立项,研发项目立项(2025062401/张三/2025-06-24),综合办,,2025-06-24 10:02:54,,,执行中,流程图 更多 催办 关注
220,出差申请,出差申请(2025-06-23 09:46:37),综合办,系统管理员,2025-06-23 09:46:37,,,执行中,流程图 点评 更多 催办 关注 结束 删除
217,出库单,出库单(综合办/系统管理员/2025061601),综合办,系统管理员,2025-06-16 16:35:09,,,执行中,流程图 更多 催办 关注
216,入库单,入库单(2025-06-16 16:35:03 (216)),综合办,系统管理员,2025-06-16 16:35:04,,,执行中,流程图 更多 催办 关注
215,研发项目立项,研发项目立项(2025061601/系统管理员/2025-06-16),综合办,系统管理员,2025-06-16 16:34:20,,,执行中,流程图 更多 催办 关注
214,合同审批单,合同审批单(2025061601/综合办/系统管理员),综合办,系统管理员,2025-06-16 16:34:07,,,执行中,流程图 更多 催办 关注
213,月计划,月计划(系统管理员/综合办/2025-06-16),综合办,系统管理员,2025-06-16 16:34:01,,,执行中,流程图 更多 催办 关注
212,客户信息,客户信息(2025061601),综合办,系统管理员,2025-06-16 16:33:12,,,执行中,流程图 点评 更多 催办 关注 结束 删除
210,项目分配,项目分配(2025-06-16 16:04:55),综合办,,2025-06-16 16:04:57,,,执行中,流程图 更多 催办 关注
209,客户信息,客户信息(2025-06-16 16:04:27),综合办,,2025-06-16 16:04:27,,,执行中,流程图 点评 更多 催办 关注 结束 删除
208,客户信息,客户信息(2025-06-16 16:03:23),综合办,,2025-06-16 16:03:26,,,执行中,流程图 点评 更多 催办 关注 结束 删除
207,智能报销流程,dddd,财务部,,2025-06-15 17:21:43,,,执行中,流程图 点评 更多 催办 关注 结束 删除
206,研发项目立项,研发项目立项(2025061001/系统管理员/2025-06-10),综合办,系统管理员,2025-06-10 19:35:30,,,执行中,流程图 更多 催办 关注
202,采购报价审批,采购报价审批(2025-06-05 13:57:34),综合办,,2025-06-05 13:57:34,,,执行中,流程图 更多 催办 关注 结束 删除
200,用车申请,用车申请(2025-06-02 22:15:45),财务部,,2025-06-02 22:15:45,,,执行中,流程图 点评 更多 催办 关注 结束 删除
198,付款审批,付款审批(2025-06-02 21:45:44),财务部,,2025-06-02 21:45:49,,,执行中,流程图 点评 更多 催办 关注 结束 删除
196,合同审批单,合同审批单(2025060101/财务部/李四),财务部,,2025-06-01 17:29:59,,,执行中,流程图 更多 催办 关注
195,月计划,月计划(李四/财务部/2025-06-01),财务部,,2025-06-01 17:29:33,,,执行中,流程图 更多 催办 关注
194,客户信息,客户信息(2025060101),财务部,,2025-06-01 17:29:04,,,执行中,流程图 点评 更多 催办 关注 结束 删除
190,付款审批,付款审批(2025-05-29 14:56:57),综合办,系统管理员,2025-05-29 14:57:00,,,执行中,流程图 点评 更多 催办 关注 结束 删除
189,付款审批,付款审批(2025-05-29 14:55:54),综合办,系统管理员,2025-05-29 14:55:57,,,执行中,流程图 点评 更多 催办 关注 结束 删除
185,出差申请,出差申请(2025-05-25 15:03:29),综合办,,2025-05-25 15:03:31,,,执行中,流程图 点评 更多 催办 关注 结束 删除
184,出差申请,出差申请(2025-05-25 15:03:10),综合办,,2025-05-25 15:03:14,,,执行中,流程图 点评 更多 催办 关注 结束 删除
183,付款审批,付款审批(2025-05-23 00:59:58),综合办,系统管理员,2025-05-23 01:00:00,,,执行中,流程图 点评 更多 催办 关注 结束 删除
182,付款审批,付款审批(2025-05-23 00:22:22),综合办,系统管理员,2025-05-23 00:22:25,,新建 DOCX 文档.docx 阅读 idlefish-msg-1748001543074.png.jpg 下载 播放 转存 转发,执行中,流程图 点评 更多 催办 关注 结束 删除
181,付款审批,付款审批(2025-05-23 00:06:16),综合办,系统管理员,2025-05-23 00:06:18,,,执行中,流程图 点评 更多 催办 关注 结束 删除
180,调班,调班(2025-05-22 23:21:54),综合办,系统管理员,2025-05-22 23:21:57,,,执行中,流程图 点评 更多 催办 关注 结束 删除
179,调班,调班(2025-05-22 23:19:51),综合办,系统管理员,2025-05-22 23:19:51,,,执行中,流程图 点评 更多 催办 关注 结束 删除
178,调班,调班(2025-05-22 23:12:06),综合办,系统管理员,2025-05-22 23:12:06,,,执行中,流程图 点评 更多 催办 关注 结束 删除
177,调班,调班(2025-05-22 23:08:13),综合办,系统管理员,2025-05-22 23:08:13,,,执行中,流程图 点评 更多 催办 关注 结束 删除
175,客户信息,客户信息(2025-05-22 12:48:40),综合办,,2025-05-22 12:48:40,,,执行中,流程图 点评 更多 催办 关注 结束 删除
174,客户信息,客户信息(2025-05-22 12:47:43),综合办,,2025-05-22 12:47:43,,,执行中,流程图 点评 更多 催办 关注 结束 删除
173,客户信息,客户信息(2025-05-22 12:47:19),综合办,,2025-05-22 12:47:19,,,执行中,流程图 点评 更多 催办 关注 结束 删除
172,客户信息,客户信息(2025-05-21 17:05:39),财务部,,2025-05-21 17:05:42,,,执行中,流程图 点评 更多 催办 关注 结束 删除
171,出差申请,出差申请(2025-05-21 07:51:52),财务部,,2025-05-21 07:51:59,,,执行中,流程图 点评 更多 催办 关注 结束 删除
166,项目任务周汇报,项目任务周汇报(张三/2025-05-17/2025-05-17 15:13:05),综合办,,2025-05-17 15:13:05,,,执行中,流程图 点评 更多 催办 关注 结束 删除
165,合同评审表,合同评审表(2025051701),综合办,,2025-05-17 15:11:01,,,执行中,流程图 更多 催办 关注
164,出库单,出库单(财务部/李四/2025051601),财务部,,2025-05-16 23:09:56,,,执行中,流程图 更多 催办 关注
156,出差申请,出差申请(2025-05-15 10:01:17),综合办,,2025-05-15 10:01:17,,,执行中,流程图 点评 更多 催办 关注 结束 删除
155,客户信息,客户信息(2025-05-15 09:58:22),综合办,,2025-05-15 09:58:23,,,执行中,流程图 点评 更多 催办 关注 结束 删除
154,付款审批,付款审批(2025-05-15 09:58:05),综合办,,2025-05-15 09:58:05,,,执行中,流程图 点评 更多 催办 关注 结束 删除
153,月计划,月计划(张三/综合办/2025-05-15),综合办,,2025-05-15 09:52:59,,,执行中,流程图 更多 催办 关注
151,研发项目立项,研发项目立项(2025051301/张三/2025-05-13),综合办,,2025-05-13 21:14:02,,,执行中,流程图 更多 催办 关注
149,请假申请,请假申请(2025-05-11 22:40:37),综合办,,2025-05-11 22:40:44,2025-05-29 20:48:54,第一次联合会议.doc 阅读,已结束,流程图 更多 恢复执行 删除
148,研发项目立项,研发项目立项(2025051101/系统管理员/2025-05-11),综合办,系统管理员,2025-05-11 21:34:18,,,执行中,流程图 更多 催办 关注
145,研发项目立项,研发项目立项(2025051101/张三/2025-05-11),综合办,,2025-05-11 00:56:51,,,执行中,流程图 更多 催办 关注
144,合同审批单,合同审批单(2025051101/综合办/张三),综合办,,2025-05-11 00:56:31,,,执行中,流程图 更多 催办 关注
143,研发项目立项,研发项目立项(2025051001/张三/2025-05-10),综合办,,2025-05-10 20:22:55,,,执行中,流程图 更多 催办 关注
141,客户信息,客户信息(2025-05-08 14:01:16),综合办,,2025-05-08 14:01:16,,,执行中,流程图 点评 更多 催办 关注 结束 删除
139,调班,调班(2025-05-08 10:00:12),综合办,系统管理员,2025-05-08 10:00:12,2025-05-08 10:00:45,,已结束,流程图 点评 更多 恢复执行 编辑 删除
138,新请假申请,新请假申请（2025年05月08日09:45:46）系统管理员,综合办,系统管理员,2025-05-08 09:45:46,2025-05-09 20:18:59,,已结束,流程图 更多 删除
137,新请假申请,新请假申请（2025年05月08日09:43:01）系统管理员,综合办,系统管理员,2025-05-08 09:43:01,2025-05-08 09:44:00,,已结束,流程图 更多 删除
136,客户信息,客户信息(2025042901),财务部,,2025-04-29 16:50:43,,,执行中,流程图 点评 更多 催办 关注 结束 删除
130,客户信息,客户信息(2025-04-28 10:36:26),财务部,,2025-04-28 10:36:26,,,执行中,流程图 点评 更多 催办 关注 结束 删除
126,用车申请,用车申请(2025-04-22 09:18:44),综合办,系统管理员,2025-04-22 09:18:44,,,执行中,流程图 点评 更多 催办 关注 结束 删除
125,商机信息,商机信息(2025041701),综合办,,2025-04-17 10:55:04,,,执行中,流程图 更多 催办 关注
124,客户信息,客户信息(2025041701),综合办,,2025-04-17 10:54:16,,,执行中,流程图 点评 更多 催办 关注 结束 删除
123,客户信息变更,客户信息变更(2025-04-15 11:24:56 (123)),综合办,,2025-04-15 11:24:56,,,执行中,流程图 更多 催办 关注
119,研发项目立项,研发项目立项(2025032401/张三/2025-03-24),综合办,,2025-03-24 20:00:13,,,执行中,流程图 更多 催办 关注
118,研发项目立项,研发项目立项(2025032401/系统管理员/2025-03-24),综合办,系统管理员,2025-03-24 19:58:19,,,执行中,流程图 更多 催办 关注
113,出库单,出库单(综合办/张三/2025031901),综合办,,2025-03-19 11:08:38,,,执行中,流程图 更多 催办 关注
112,研发项目立项,研发项目立项(2025031901/李四/2025-03-19),财务部,,2025-03-19 11:00:59,,,执行中,流程图 更多 催办 关注
111,用车申请,用车申请(2025-03-18 23:03:50),综合办,系统管理员,2025-03-18 23:03:50,,新建 DOCX 文档.docx 阅读,执行中,流程图 点评 更多 催办 关注 结束 删除
110,出差申请,出差申请(2025-03-18 20:13:37),财务部,,2025-03-18 20:13:37,,,执行中,流程图 点评 更多 催办 关注 结束 删除
109,客户信息,客户信息(2025031501),财务部,,2025-03-15 13:15:46,,,执行中,流程图 点评 更多 催办 关注 结束 删除
108,项目分配,项目分配(张三/2025-03-13/2025-03-13 08:49:09),综合办,,2025-03-13 08:49:09,,,执行中,流程图 更多 催办 关注
106,立项申请,立项申请(2025-03-12 00:16:12),财务部,,2025-03-12 00:16:12,,,执行中,流程图 点评 更多 催办 关注 结束 删除
105,项目分配,项目分配(2025-03-12 00:15:36),财务部,,2025-03-12 00:15:36,,,执行中,流程图 更多 催办 关注
99,客户信息,客户信息(2025030801),综合办,,2025-03-08 08:09:10,,,执行中,流程图 点评 更多 催办 关注 结束 删除
97,项目结项申请,项目结项申请(2025-02-28 23:21:33 (97)),综合办,,2025-02-28 23:21:33,,,执行中,流程图 点评 更多 催办 关注 结束 删除
96,项目结项申请,项目结项申请(2025-02-28 23:21:22 (96)),综合办,,2025-02-28 23:21:22,,,执行中,流程图 点评 更多 催办 关注 结束 删除
95,项目分配,项目分配(张三/2025-02-28/2025-02-28 22:56:26),综合办,,2025-02-28 22:56:26,,,执行中,流程图 更多 催办 关注
94,合同收款登记表,合同收款登记表(2025022801/张三/2025-02-28),综合办,,2025-02-28 22:54:15,,,执行中,流程图 更多 催办 关注
93,合同审批单,合同审批单(2025022801/综合办/张三),综合办,,2025-02-28 14:07:41,,,执行中,流程图 更多 催办 关注
92,研发项目立项,研发项目立项(2025022801/张三/2025-02-28),综合办,,2025-02-28 11:52:56,,,执行中,流程图 更多 催办 关注
91,月度绩效考核,月度绩效考核(系统管理员/综合办/2025-02-28/2025-02-28 09:02:37),综合办,系统管理员,2025-02-28 09:02:37,,,执行中,流程图 更多 催办 关注
90,月计划,月计划(系统管理员/综合办/2025-02-28),综合办,系统管理员,2025-02-28 09:02:13,,,执行中,流程图 更多 催办 关注
69,员工调动申请,员工调动申请(2024-07-11 15:21:28),综合办,系统管理员,2024-07-11 15:21:28,,,执行中,流程图 点评 更多 催办 关注 结束 删除
68,用车申请,用车申请(2024-07-11 15:07:18),综合办,系统管理员,2024-07-11 15:07:18,,,执行中,流程图 点评 更多 催办 关注 结束 删除
67,业务招待申请,业务招待费申请(2024-07-11 14:10:44),综合办,系统管理员,2024-07-11 14:10:44,,,执行中,流程图 点评 更多 催办 关注 结束 删除
66,费用报销申请,费用报销申请(2024-07-05 10:30:54),综合办,,2024-07-05 10:30:54,,住宿费.jpg 下载 播放 转存 转发,执行中,流程图 点评 更多 催办 关注 结束 删除
65,调班,调班(2024-07-05 10:26:46),财务部,,2024-07-05 10:26:46,,,执行中,流程图 点评 更多 催办 关注 结束 删除
63,外出申请,外出审批(2024-07-05 10:15:49),综合办,系统管理员,2024-07-05 10:15:49,2025-04-24 15:27:19,,已结束,流程图 点评 更多 恢复执行 编辑 删除
62,费用报销申请,费用报销申请(2024-07-05 10:04:14),综合办,系统管理员,2024-07-05 10:04:14,2025-04-24 15:27:19,,已结束,流程图 点评 更多 恢复执行 编辑 删除
60,立项申请,立项申请(2024-07-05 09:14:18),综合办,系统管理员,2024-07-05 09:14:18,,,执行中,流程图 点评 更多 催办 关注 结束 删除
59,加班申请,加班申请(2024-07-05 09:13:45),综合办,系统管理员,2024-07-05 09:13:45,,,执行中,流程图 更多 催办 关注 结束 删除
57,付款审批,付款审批(2024-07-02 14:23:29),财务部,,2024-07-02 14:23:29,,,执行中,流程图 点评 更多 催办 关注 结束 删除
56,调班,调班(2024-07-02 14:22:56),财务部,,2024-07-02 14:22:56,,,执行中,流程图 点评 更多 催办 关注 结束 删除
54,调班,调班(2024-07-02 14:19:36),财务部,,2024-07-02 14:19:36,,,执行中,流程图 点评 更多 催办 关注 结束 删除
51,采购立项申请,采购立项申请(2024-07-02 14:16:53),财务部,,2024-07-02 14:16:53,,,执行中,流程图 点评 更多 催办 关注 结束 删除
48,印章使用审批,印章使用审批(2024-07-02 14:14:34),财务部,,2024-07-02 14:14:34,,,执行中,流程图 点评 更多 催办 关注 结束 删除
47,调班,调班(2024-07-02 14:12:40),财务部,,2024-07-02 14:12:40,,,执行中,流程图 点评 更多 催办 关注 结束 删除
46,采购报价审批,采购报价审批(2024-07-02 14:09:58),财务部,,2024-07-02 14:09:58,,,执行中,流程图 更多 催办 关注 结束 删除
44,调班,调班(2024-07-02 12:39:24),销售部,,2024-07-02 12:39:24,,,执行中,流程图 点评 更多 催办 关注 结束 删除
43,员工入职审批,员工入职审批(2024-07-02 12:35:18),销售部,,2024-07-02 12:35:18,,,执行中,流程图 更多 催办 关注 结束 删除
42,请假申请,请假申请(2024-07-02 12:34:18),销售部,,2024-07-02 12:34:18,,,执行中,流程图 更多 催办 关注 结束 删除
